datetime,lignite_generation,hard_coal_generation,fossil_gas_generation,other_conventional_generation,total_generation,lignite_emissions,hard_coal_emissions,fossil_gas_emissions,other_conventional_emission,total_emissions
2022-12-23 23:00:00+00:00,1402.0,212.5,243.0,32.25,1889.75,1323.57,160.89,246.83,58.98,1790.27
2022-12-23 23:15:00+00:00,1290.25,212.75,240.25,32.25,1775.5,1218.07,161.08,244.04,58.98,1682.17
2022-12-23 23:30:00+00:00,1199.5,212.25,240.25,32.25,1684.25,1132.4,160.71,244.04,58.98,1596.13
2022-12-23 23:45:00+00:00,1107.75,212.5,220.5,32.25,1573.0,1045.78,160.89,223.98,58.98,1489.63
2022-12-24 00:00:00+00:00,1039.25,210.25,198.0,32.25,1479.75,1036.11,163.68,204.81,59.22,1463.82
2022-12-24 00:15:00+00:00,985.75,210.5,224.25,32.25,1452.75,982.78,163.88,231.97,59.22,1437.85
2022-12-24 00:30:00+00:00,956.25,210.5,254.5,32.25,1453.5,953.36,163.88,263.26,59.22,1439.72
2022-12-24 00:45:00+00:00,921.5,210.5,236.75,33.5,1402.25,918.72,163.88,244.9,61.51,1389.01
2022-12-24 01:00:00+00:00,873.75,208.75,196.75,33.5,1312.75,954.25,164.76,198.28,60.85,1378.14
2022-12-24 01:15:00+00:00,852.25,208.75,257.25,33.5,1351.75,930.77,164.76,259.26,60.85,1415.64
2022-12-24 01:30:00+00:00,834.75,208.75,257.75,33.5,1334.75,911.66,164.76,259.76,60.85,1397.03
2022-12-24 01:45:00+00:00,829.25,208.75,234.75,33.5,1306.25,905.65,164.76,236.58,60.85,1367.84
2022-12-24 02:00:00+00:00,833.75,208.75,195.5,33.25,1271.25,892.66,164.55,210.17,60.99,1328.37
2022-12-24 02:15:00+00:00,837.25,208.75,197.75,33.25,1277.0,896.41,164.55,212.59,60.99,1334.54
2022-12-24 02:30:00+00:00,835.75,208.75,195.0,33.25,1272.75,894.81,164.55,209.63,60.99,1329.98
2022-12-24 02:45:00+00:00,837.75,208.75,197.0,33.25,1276.75,896.95,164.55,211.78,60.99,1334.27
2022-12-24 03:00:00+00:00,838.0,208.75,200.0,33.0,1279.75,927.09,166.58,212.75,60.84,1367.26
2022-12-24 03:15:00+00:00,841.25,208.75,201.0,33.0,1284.0,930.68,166.58,213.81,60.84,1371.91
2022-12-24 03:30:00+00:00,840.5,208.75,202.5,33.0,1284.75,929.85,166.58,215.4,60.84,1372.67
2022-12-24 03:45:00+00:00,840.0,208.75,201.75,33.0,1283.5,929.3,166.58,214.61,60.84,1371.33
2022-12-24 04:00:00+00:00,838.75,208.75,200.25,32.75,1280.5,1061.21,167.93,213.99,61.2,1504.33
2022-12-24 04:15:00+00:00,836.0,208.75,201.0,32.5,1278.25,1057.73,167.93,214.79,60.73,1501.18
2022-12-24 04:30:00+00:00,855.5,208.75,198.0,32.5,1294.75,1082.4,167.93,211.59,60.73,1522.65
2022-12-24 04:45:00+00:00,875.5,208.75,198.5,32.5,1315.25,1107.7,167.93,212.12,60.73,1548.48
2022-12-24 05:00:00+00:00,902.75,208.75,198.25,32.25,1342.0,1263.37,182.83,220.87,62.21,1729.28
2022-12-24 05:15:00+00:00,948.0,208.75,197.25,32.25,1386.25,1326.7,182.83,219.75,62.21,1791.49
2022-12-24 05:30:00+00:00,943.0,208.75,199.0,32.25,1383.0,1319.7,182.83,221.7,62.21,1786.44
2022-12-24 05:45:00+00:00,942.5,208.75,201.0,32.25,1384.5,1319.0,182.83,223.93,62.21,1787.97
2022-12-24 06:00:00+00:00,1069.75,210.0,231.0,32.25,1543.0,1362.25,184.6,230.76,65.4,1843.01
2022-12-24 06:15:00+00:00,1215.75,210.0,232.5,32.25,1690.5,1548.17,184.6,232.26,65.4,2030.43
2022-12-24 06:30:00+00:00,1339.25,210.0,230.0,32.25,1811.5,1705.44,184.6,229.76,65.4,2185.2
2022-12-24 06:45:00+00:00,1401.25,212.75,233.5,32.25,1879.75,1784.39,187.01,233.26,65.4,2270.06
2022-12-24 07:00:00+00:00,1405.25,219.0,254.25,32.0,1910.5,1577.95,192.56,229.98,65.07,2065.56
2022-12-24 07:15:00+00:00,1404.75,221.5,254.25,32.0,1912.5,1577.38,194.76,229.98,65.07,2067.19
2022-12-24 07:30:00+00:00,1407.0,222.0,255.75,32.0,1916.75,1579.91,195.2,231.34,65.07,2071.52
2022-12-24 07:45:00+00:00,1407.75,223.25,254.0,32.0,1917.0,1580.75,196.3,229.76,65.07,2071.88
2022-12-24 08:00:00+00:00,1411.0,258.75,253.0,31.75,1954.5,1557.35,210.98,218.17,63.87,2050.37
2022-12-24 08:15:00+00:00,1409.5,286.5,254.25,31.75,1982.0,1555.69,233.61,219.25,63.87,2072.42
2022-12-24 08:30:00+00:00,1406.0,292.75,253.25,31.75,1983.75,1551.83,238.7,218.38,63.87,2072.78
2022-12-24 08:45:00+00:00,1410.25,296.25,254.0,31.75,1992.25,1556.52,241.56,219.03,63.87,2080.98
2022-12-24 09:00:00+00:00,1409.5,301.25,254.25,32.0,1997.0,1544.61,239.96,218.85,64.34,2067.76
2022-12-24 09:15:00+00:00,1408.25,312.0,255.75,32.0,2008.0,1543.24,248.52,220.14,64.34,2076.24
2022-12-24 09:30:00+00:00,1400.75,313.25,258.0,32.0,2004.0,1535.02,249.52,222.08,64.34,2070.96
2022-12-24 09:45:00+00:00,1403.25,314.25,256.75,32.0,2006.25,1537.76,250.31,221.0,64.34,2073.41
2022-12-24 10:00:00+00:00,1406.5,318.25,255.25,32.25,2012.25,1556.05,254.71,221.55,65.11,2097.42
2022-12-24 10:15:00+00:00,1403.5,318.25,256.25,32.25,2010.25,1552.73,254.71,222.41,65.11,2094.96
2022-12-24 10:30:00+00:00,1407.5,320.5,251.75,32.25,2012.0,1557.16,256.51,218.51,65.11,2097.29
2022-12-24 10:45:00+00:00,1407.0,326.0,254.75,32.25,2020.0,1556.6,260.91,221.11,65.11,2103.73
2022-12-24 11:00:00+00:00,1403.75,324.0,250.5,32.25,2010.5,1541.32,293.87,220.91,64.58,2120.68
2022-12-24 11:15:00+00:00,1403.5,325.5,251.0,32.25,2012.25,1541.05,295.23,221.35,64.58,2122.21
